,data,provincia,totali_in_quarantena,sintomatici,asintomatici
863,26/06/2020,FM,37,9,28
864,27/06/2020,FM,33,6,27
865,28/06/2020,FM,29,6,23
866,29/06/2020,FM,28,6,22
867,30/06/2020,FM,31,6,25
868,01/07/2020,FM,28,6,22
869,02/07/2020,FM,28,6,22
870,03/07/2020,FM,29,6,23
871,04/07/2020,FM,26,5,21
872,05/07/2020,FM,22,5,17
873,06/07/2020,FM,21,5,16
874,07/07/2020,FM,34,5,29
875,08/07/2020,FM,38,5,33
876,09/07/2020,FM,39,3,36
877,10/07/2020,FM,32,3,29
878,11/07/2020,FM,35,3,32
879,12/07/2020,FM,35,3,32
880,13/07/2020,FM,29,2,27
881,14/07/2020,FM,30,2,28
882,15/07/2020,FM,30,2,28
883,16/07/2020,FM,30,1,29
884,17/07/2020,FM,32,1,31
885,18/07/2020,FM,45,0,45
886,19/07/2020,FM,42,0,42
887,20/07/2020,FM,30,0,30
888,21/07/2020,FM,34,0,34
889,22/07/2020,FM,32,0,32
890,23/07/2020,FM,32,0,32
891,24/07/2020,FM,34,0,34
892,25/07/2020,FM,44,0,44
893,26/07/2020,FM,46,0,46
894,27/07/2020,FM,44,0,44
895,28/07/2020,FM,58,0,58
896,29/07/2020,FM,53,0,53
897,30/07/2020,FM,60,0,60
898,31/07/2020,FM,57,0,57
899,01/08/2020,FM,61,0,61
900,02/08/2020,FM,61,0,61
901,03/08/2020,FM,62,0,62
902,04/08/2020,FM,72,0,72
903,05/08/2020,FM,72,0,72
904,06/08/2020,FM,104,1,103
905,07/08/2020,FM,103,2,101
906,08/08/2020,FM,102,2,100
907,09/08/2020,FM,106,2,104
908,10/08/2020,FM,96,2,94
909,11/08/2020,FM,95,3,92
910,12/08/2020,FM,90,3,87
911,13/08/2020,FM,88,3,85
912,14/08/2020,FM,81,3,78
913,15/08/2020,FM,85,3,82
914,16/08/2020,FM,71,3,68
915,17/08/2020,FM,88,3,85
916,18/08/2020,FM,86,4,82
917,19/08/2020,FM,99,5,94
918,20/08/2020,FM,113,5,108
919,21/08/2020,FM,121,5,116
920,22/08/2020,FM,126,5,121
921,23/08/2020,FM,142,7,135
922,24/08/2020,FM,138,7,131
923,25/08/2020,FM,167,7,160
924,26/08/2020,FM,180,6,174
925,27/08/2020,FM,212,10,202
926,28/08/2020,FM,305,19,286
927,29/08/2020,FM,290,20,270
928,30/08/2020,FM,292,21,271
929,31/08/2020,FM,306,21,285
930,01/09/2020,FM,309,21,288
931,02/09/2020,FM,322,21,301
932,03/09/2020,FM,314,21,293
933,04/09/2020,FM,314,21,293
934,05/09/2020,FM,283,18,265
935,06/09/2020,FM,259,18,241
936,07/09/2020,FM,244,18,226
937,08/09/2020,FM,238,17,221
938,09/09/2020,FM,207,17,190
939,10/09/2020,FM,186,18,168
940,11/09/2020,FM,186,21,165
941,12/09/2020,FM,160,12,148
942,13/09/2020,FM,162,12,150
943,14/09/2020,FM,143,12,131
944,15/09/2020,FM,142,12,130
945,16/09/2020,FM,153,12,141
946,17/09/2020,FM,145,12,133
947,18/09/2020,FM,145,12,133
948,19/09/2020,FM,140,12,128
949,20/09/2020,FM,145,12,133
950,21/09/2020,FM,138,12,126
951,22/09/2020,FM,150,14,136
952,23/09/2020,FM,163,14,149
953,24/09/2020,FM,160,13,147
954,25/09/2020,FM,158,14,144
955,26/09/2020,FM,146,14,132
956,27/09/2020,FM,137,15,122
957,28/09/2020,FM,136,16,120
958,29/09/2020,FM,146,23,123
959,30/09/2020,FM,170,25,145
960,01/10/2020,FM,228,31,197
961,02/10/2020,FM,296,35,261
962,03/10/2020,FM,298,33,265
963,04/10/2020,FM,321,39,282
964,05/10/2020,FM,390,40,350
965,06/10/2020,FM,472,41,431
966,07/10/2020,FM,536,40,496
967,08/10/2020,FM,573,40,533
968,09/10/2020,FM,643,42,601
969,10/10/2020,FM,663,45,618
970,11/10/2020,FM,682,53,629
971,12/10/2020,FM,738,56,682
972,13/10/2020,FM,847,67,780
973,14/10/2020,FM,932,86,846
974,15/10/2020,FM,925,93,832
975,16/10/2020,FM,890,96,794
976,17/10/2020,FM,932,97,835
977,18/10/2020,FM,862,100,762
978,19/10/2020,FM,805,101,704
979,20/10/2020,FM,798,123,675
980,21/10/2020,FM,825,130,695
981,22/10/2020,FM,797,132,665
982,23/10/2020,FM,812,136,676
983,24/10/2020,FM,797,132,665
984,25/10/2020,FM,773,137,636
985,26/10/2020,FM,824,140,684
986,27/10/2020,FM,887,160,727
987,28/10/2020,FM,1050,176,874
988,25/02/2020,AP,0,0,0
989,26/02/2020,AP,0,0,0
990,27/02/2020,AP,0,0,0
991,28/02/2020,AP,0,0,0
992,29/02/2020,AP,0,0,0
993,01/03/2020,AP,0,0,0
994,02/03/2020,AP,0,0,0
995,03/03/2020,AP,0,0,0
996,04/03/2020,AP,0,0,0
997,05/03/2020,AP,8,0,8
998,06/03/2020,AP,11,0,11
999,07/03/2020,AP,13,0,13
1000,08/03/2020,AP,15,0,15
1001,09/03/2020,AP,15,0,15
1002,10/03/2020,AP,37,3,34
1003,11/03/2020,AP,36,3,33
1004,12/03/2020,AP,53,3,50
1005,13/03/2020,AP,73,8,65
1006,14/03/2020,AP,125,12,113
1007,15/03/2020,AP,206,14,192
1008,16/03/2020,AP,224,18,206
1009,17/03/2020,AP,299,21,278
1010,18/03/2020,AP,318,24,294
1011,19/03/2020,AP,367,24,343
1012,20/03/2020,AP,383,22,361
1013,21/03/2020,AP,424,28,396
1014,22/03/2020,AP,282,24,258
1015,23/03/2020,AP,282,24,258
1016,24/03/2020,AP,300,35,265
1017,25/03/2020,AP,300,36,264
1018,26/03/2020,AP,261,34,227
1019,27/03/2020,AP,297,45,252
1020,28/03/2020,AP,297,46,251
1021,29/03/2020,AP,363,74,289
1022,30/03/2020,AP,297,46,251
1023,31/03/2020,AP,353,71,282
1024,01/04/2020,AP,371,77,294
1025,02/04/2020,AP,354,75,279
1026,03/04/2020,AP,339,73,266
1027,04/04/2020,AP,356,76,280
1028,05/04/2020,AP,288,72,216
1029,06/04/2020,AP,330,87,243
1030,07/04/2020,AP,332,103,229
1031,08/04/2020,AP,388,127,261
1032,09/04/2020,AP,374,127,247
1033,10/04/2020,AP,376,119,257
1034,11/04/2020,AP,370,116,254
1035,12/04/2020,AP,362,110,252
1036,13/04/2020,AP,355,109,246
1037,14/04/2020,AP,328,107,221
1038,15/04/2020,AP,340,100,240
1039,16/04/2020,AP,341,107,234
1040,17/04/2020,AP,350,107,243
1041,18/04/2020,AP,322,106,216
1042,19/04/2020,AP,334,109,225
1043,20/04/2020,AP,319,106,213
1044,21/04/2020,AP,300,94,206
1045,22/04/2020,AP,289,88,201
1046,23/04/2020,AP,306,87,219
1047,24/04/2020,AP,306,87,219
1048,25/04/2020,AP,283,78,205
1049,26/04/2020,AP,278,77,201
1050,27/04/2020,AP,274,73,201
1051,28/04/2020,AP,269,72,197
1052,29/04/2020,AP,257,66,191
1053,30/04/2020,AP,259,64,195
1054,01/05/2020,AP,243,61,182
1055,02/05/2020,AP,234,60,174
1056,03/05/2020,AP,225,57,168
1057,04/05/2020,AP,212,56,156
1058,05/05/2020,AP,209,56,153
1059,06/05/2020,AP,203,57,146
1060,07/05/2020,AP,182,54,128
1061,08/05/2020,AP,190,52,138
1062,09/05/2020,AP,186,47,139
1063,10/05/2020,AP,183,46,137
1064,11/05/2020,AP,171,47,124
1065,12/05/2020,AP,167,46,121
1066,13/05/2020,AP,151,40,111
1067,14/05/2020,AP,147,39,108
1068,15/05/2020,AP,144,37,107
1069,16/05/2020,AP,136,32,104
1070,17/05/2020,AP,138,30,108
1071,18/05/2020,AP,123,31,92
1072,19/05/2020,AP,119,31,88
1073,20/05/2020,AP,109,25,84
1074,21/05/2020,AP,92,23,69
1075,22/05/2020,AP,86,21,65
1076,23/05/2020,AP,74,18,56
1077,24/05/2020,AP,69,15,54
1078,25/05/2020,AP,62,15,47
1079,26/05/2020,AP,61,9,52
1080,27/05/2020,AP,64,9,55
1081,28/05/2020,AP,57,10,47
1082,29/05/2020,AP,56,10,46
1083,30/05/2020,AP,53,11,42
1084,31/05/2020,AP,52,10,42
1085,01/06/2020,AP,50,10,40
1086,02/06/2020,AP,47,8,39
1087,03/06/2020,AP,45,8,37
1088,04/06/2020,AP,36,8,28
1089,05/06/2020,AP,34,7,27
1090,06/06/2020,AP,35,7,28
1091,07/06/2020,AP,28,6,22
1092,08/06/2020,AP,29,6,23
1093,09/06/2020,AP,26,5,21
1094,10/06/2020,AP,24,5,19
1095,11/06/2020,AP,22,5,17
1096,12/06/2020,AP,22,5,17
1097,13/06/2020,AP,22,5,17
1098,14/06/2020,AP,24,5,19
1099,15/06/2020,AP,24,5,19
1100,16/06/2020,AP,23,4,19
1101,17/06/2020,AP,21,4,17
1102,18/06/2020,AP,23,4,19
1103,19/06/2020,AP,23,4,19
1104,20/06/2020,AP,23,4,19
1105,21/06/2020,AP,23,4,19
1106,22/06/2020,AP,20,4,16
1107,23/06/2020,AP,21,4,17
1108,24/06/2020,AP,21,3,18
1109,25/06/2020,AP,20,2,18
1110,26/06/2020,AP,17,2,15
1111,27/06/2020,AP,17,2,15
1112,28/06/2020,AP,15,2,13
1113,29/06/2020,AP,13,2,11
1114,30/06/2020,AP,16,2,14
1115,01/07/2020,AP,19,2,17
1116,02/07/2020,AP,25,2,23
1117,03/07/2020,AP,25,2,23
1118,04/07/2020,AP,29,2,27
1119,05/07/2020,AP,29,2,27
1120,06/07/2020,AP,27,2,25
1121,07/07/2020,AP,26,2,24
1122,08/07/2020,AP,31,2,29
1123,09/07/2020,AP,36,0,36
1124,10/07/2020,AP,50,0,50
1125,11/07/2020,AP,49,1,48
1126,12/07/2020,AP,43,1,42
1127,13/07/2020,AP,39,1,38
1128,14/07/2020,AP,41,1,40
1129,15/07/2020,AP,46,1,45
1130,16/07/2020,AP,48,1,47
1131,17/07/2020,AP,43,1,42
1132,18/07/2020,AP,53,1,52
1133,19/07/2020,AP,51,1,50
1134,20/07/2020,AP,40,1,39
1135,21/07/2020,AP,37,1,36
1136,22/07/2020,AP,39,1,38
1137,23/07/2020,AP,33,1,32
1138,24/07/2020,AP,35,1,34
1139,25/07/2020,AP,35,1,34
1140,26/07/2020,AP,31,1,30
1141,27/07/2020,AP,30,1,29
1142,28/07/2020,AP,31,1,30
1143,29/07/2020,AP,39,5,34
1144,30/07/2020,AP,47,4,43
1145,31/07/2020,AP,50,3,47
1146,01/08/2020,AP,52,3,49
1147,02/08/2020,AP,48,3,45
1148,03/08/2020,AP,51,3,48
1149,04/08/2020,AP,68,3,65
1150,05/08/2020,AP,68,3,65
1151,06/08/2020,AP,69,3,66
1152,07/08/2020,AP,79,3,76
1153,08/08/2020,AP,78,3,75
1154,09/08/2020,AP,101,9,92
1155,10/08/2020,AP,98,9,89
1156,11/08/2020,AP,138,12,126
1157,12/08/2020,AP,168,15,153
1158,13/08/2020,AP,219,23,196
1159,14/08/2020,AP,251,25,226
1160,15/08/2020,AP,236,24,212
1161,16/08/2020,AP,232,26,206
1162,17/08/2020,AP,252,32,220
1163,18/08/2020,AP,274,28,246
1164,19/08/2020,AP,286,30,256
1165,20/08/2020,AP,293,28,265
1166,21/08/2020,AP,316,31,285
1167,22/08/2020,AP,303,31,272
1168,23/08/2020,AP,282,29,253
1169,24/08/2020,AP,243,29,214
1170,25/08/2020,AP,239,28,211
1171,26/08/2020,AP,240,29,211
1172,27/08/2020,AP,243,32,211
1173,28/08/2020,AP,250,32,218
1174,29/08/2020,AP,245,31,214
1175,30/08/2020,AP,226,31,195
1176,31/08/2020,AP,181,27,154
1177,01/09/2020,AP,182,27,155
1178,02/09/2020,AP,188,30,158
1179,03/09/2020,AP,205,33,172
1180,04/09/2020,AP,224,26,198
1181,05/09/2020,AP,206,26,180
1182,06/09/2020,AP,190,26,164
1183,07/09/2020,AP,187,30,157
1184,08/09/2020,AP,205,28,177
1185,09/09/2020,AP,219,31,188
1186,10/09/2020,AP,252,40,212
1187,11/09/2020,AP,314,39,275
1188,12/09/2020,AP,342,49,293
1189,13/09/2020,AP,342,51,291
1190,14/09/2020,AP,331,52,279
1191,15/09/2020,AP,386,52,334
1192,16/09/2020,AP,493,61,432
1193,17/09/2020,AP,513,62,451
1194,18/09/2020,AP,468,63,405
1195,19/09/2020,AP,458,62,396
1196,20/09/2020,AP,362,59,303
1197,21/09/2020,AP,376,59,317
1198,22/09/2020,AP,427,67,360
1199,23/09/2020,AP,498,74,424
1200,24/09/2020,AP,475,84,391
1201,25/09/2020,AP,503,99,404
1202,26/09/2020,AP,515,101,414
1203,27/09/2020,AP,516,103,413
1204,28/09/2020,AP,498,105,393
1205,29/09/2020,AP,514,103,411
1206,30/09/2020,AP,513,104,409
1207,01/10/2020,AP,527,106,421
1208,02/10/2020,AP,546,114,432
1209,03/10/2020,AP,530,117,413
1210,04/10/2020,AP,512,119,393
1211,05/10/2020,AP,551,128,423
1212,06/10/2020,AP,633,131,502
1213,07/10/2020,AP,700,133,567
1214,08/10/2020,AP,696,137,559
1215,09/10/2020,AP,712,136,576
1216,10/10/2020,AP,717,145,572
1217,11/10/2020,AP,731,153,578
1218,12/10/2020,AP,730,156,574
1219,13/10/2020,AP,780,169,611
1220,14/10/2020,AP,764,176,588
1221,15/10/2020,AP,688,169,519
1222,16/10/2020,AP,657,168,489
1223,17/10/2020,AP,703,188,515
1224,18/10/2020,AP,689,193,496
1225,19/10/2020,AP,715,208,507
1226,20/10/2020,AP,764,216,548
1227,21/10/2020,AP,806,220,586
1228,22/10/2020,AP,836,221,615
1229,23/10/2020,AP,905,228,677
1230,24/10/2020,AP,836,221,615
1231,25/10/2020,AP,842,228,614
1232,26/10/2020,AP,870,229,641
1233,27/10/2020,AP,929,234,695
1234,28/10/2020,AP,935,220,715
