;data;tipo_di_ricovero;totali_tipi_ricovero
812;06/05/2020;non intensiva;207
813;07/05/2020;non intensiva;187
814;08/05/2020;non intensiva;185
815;09/05/2020;non intensiva;169
816;10/05/2020;non intensiva;155
817;11/05/2020;non intensiva;151
818;12/05/2020;non intensiva;108
819;13/05/2020;non intensiva;98
820;14/05/2020;non intensiva;81
821;15/05/2020;non intensiva;69
822;16/05/2020;non intensiva;55
823;17/05/2020;non intensiva;54
824;18/05/2020;non intensiva;56
825;19/05/2020;non intensiva;66
826;20/05/2020;non intensiva;55
827;21/05/2020;non intensiva;49
828;22/05/2020;non intensiva;47
829;23/05/2020;non intensiva;44
830;24/05/2020;non intensiva;43
831;25/05/2020;non intensiva;42
832;26/05/2020;non intensiva;40
833;27/05/2020;non intensiva;37
834;28/05/2020;non intensiva;28
835;29/05/2020;non intensiva;22
836;30/05/2020;non intensiva;24
837;31/05/2020;non intensiva;23
838;01/06/2020;non intensiva;23
839;02/06/2020;non intensiva;20
840;03/06/2020;non intensiva;19
841;04/06/2020;non intensiva;20
842;05/06/2020;non intensiva;20
843;06/06/2020;non intensiva;17
844;07/06/2020;non intensiva;16
845;08/06/2020;non intensiva;16
846;09/06/2020;non intensiva;15
847;10/06/2020;non intensiva;12
848;11/06/2020;non intensiva;11
849;12/06/2020;non intensiva;10
850;13/06/2020;non intensiva;12
851;14/06/2020;non intensiva;11
852;15/06/2020;non intensiva;10
853;16/06/2020;non intensiva;11
854;17/06/2020;non intensiva;13
855;18/06/2020;non intensiva;12
856;19/06/2020;non intensiva;9
857;20/06/2020;non intensiva;8
858;21/06/2020;non intensiva;9
859;22/06/2020;non intensiva;9
860;23/06/2020;non intensiva;7
861;24/06/2020;non intensiva;7
862;25/06/2020;non intensiva;7
863;26/06/2020;non intensiva;8
864;27/06/2020;non intensiva;7
865;28/06/2020;non intensiva;8
866;29/06/2020;non intensiva;8
867;30/06/2020;non intensiva;8
868;01/07/2020;non intensiva;8
869;02/07/2020;non intensiva;8
870;03/07/2020;non intensiva;6
871;04/07/2020;non intensiva;5
872;05/07/2020;non intensiva;5
873;06/07/2020;non intensiva;5
874;07/07/2020;non intensiva;5
875;08/07/2020;non intensiva;5
876;09/07/2020;non intensiva;5
877;10/07/2020;non intensiva;4
878;11/07/2020;non intensiva;4
879;12/07/2020;non intensiva;4
880;13/07/2020;non intensiva;4
881;14/07/2020;non intensiva;4
882;15/07/2020;non intensiva;3
883;16/07/2020;non intensiva;3
884;17/07/2020;non intensiva;3
885;18/07/2020;non intensiva;2
886;19/07/2020;non intensiva;2
887;20/07/2020;non intensiva;2
888;21/07/2020;non intensiva;2
889;22/07/2020;non intensiva;2
890;23/07/2020;non intensiva;2
891;24/07/2020;non intensiva;2
892;25/07/2020;non intensiva;3
893;26/07/2020;non intensiva;3
894;27/07/2020;non intensiva;5
895;28/07/2020;non intensiva;4
896;29/07/2020;non intensiva;5
897;30/07/2020;non intensiva;6
898;31/07/2020;non intensiva;6
899;01/08/2020;non intensiva;8
900;02/08/2020;non intensiva;11
901;03/08/2020;non intensiva;13
902;04/08/2020;non intensiva;15
903;05/08/2020;non intensiva;15
904;06/08/2020;non intensiva;16
905;07/08/2020;non intensiva;13
906;08/08/2020;non intensiva;14
907;09/08/2020;non intensiva;13
908;10/08/2020;non intensiva;11
909;11/08/2020;non intensiva;11
910;12/08/2020;non intensiva;10
911;13/08/2020;non intensiva;8
912;14/08/2020;non intensiva;10
913;15/08/2020;non intensiva;13
914;16/08/2020;non intensiva;12
915;17/08/2020;non intensiva;12
916;18/08/2020;non intensiva;13
917;19/08/2020;non intensiva;12
918;20/08/2020;non intensiva;14
919;21/08/2020;non intensiva;13
920;22/08/2020;non intensiva;11
921;23/08/2020;non intensiva;12
922;24/08/2020;non intensiva;13
923;25/08/2020;non intensiva;14
924;26/08/2020;non intensiva;9
925;27/08/2020;non intensiva;8
926;28/08/2020;non intensiva;8
927;29/08/2020;non intensiva;10
928;30/08/2020;non intensiva;12
929;31/08/2020;non intensiva;13
930;01/09/2020;non intensiva;14
931;02/09/2020;non intensiva;14
932;03/09/2020;non intensiva;13
933;04/09/2020;non intensiva;12
934;05/09/2020;non intensiva;13
935;06/09/2020;non intensiva;14
936;07/09/2020;non intensiva;16
937;08/09/2020;non intensiva;16
938;09/09/2020;non intensiva;14
939;10/09/2020;non intensiva;11
940;11/09/2020;non intensiva;13
941;12/09/2020;non intensiva;12
942;13/09/2020;non intensiva;14
943;14/09/2020;non intensiva;15
944;15/09/2020;non intensiva;17
945;16/09/2020;non intensiva;15
946;17/09/2020;non intensiva;20
947;18/09/2020;non intensiva;22
948;19/09/2020;non intensiva;23
949;20/09/2020;non intensiva;22
950;21/09/2020;non intensiva;24
951;22/09/2020;non intensiva;24
952;23/09/2020;non intensiva;24
953;24/09/2020;non intensiva;25
954;25/09/2020;non intensiva;22
955;26/09/2020;non intensiva;23
956;27/09/2020;non intensiva;18
957;28/09/2020;non intensiva;23
958;29/09/2020;non intensiva;25
959;30/09/2020;non intensiva;26
960;01/10/2020;non intensiva;24
961;02/10/2020;non intensiva;23
962;03/10/2020;non intensiva;22
963;04/10/2020;non intensiva;24
964;05/10/2020;non intensiva;28
965;06/10/2020;non intensiva;29
966;07/10/2020;non intensiva;30
967;08/10/2020;non intensiva;34
968;09/10/2020;non intensiva;36
969;10/10/2020;non intensiva;41
970;11/10/2020;non intensiva;44
971;12/10/2020;non intensiva;50
972;13/10/2020;non intensiva;60
973;14/10/2020;non intensiva;64
974;15/10/2020;non intensiva;61
975;16/10/2020;non intensiva;72
976;17/10/2020;non intensiva;76
977;18/10/2020;non intensiva;86
978;19/10/2020;non intensiva;96
979;20/10/2020;non intensiva;95
980;21/10/2020;non intensiva;107
981;22/10/2020;non intensiva;125
982;23/10/2020;non intensiva;143
983;24/10/2020;non intensiva;167
984;25/10/2020;non intensiva;168
985;26/10/2020;non intensiva;187
986;27/10/2020;non intensiva;220
987;28/10/2020;non intensiva;201
