,data,provincia,malati_totali
1121,07/07/2020,AP,290
1122,08/07/2020,AP,292
1123,09/07/2020,AP,292
1124,10/07/2020,AP,293
1125,11/07/2020,AP,293
1126,12/07/2020,AP,293
1127,13/07/2020,AP,293
1128,14/07/2020,AP,294
1129,15/07/2020,AP,294
1130,16/07/2020,AP,294
1131,17/07/2020,AP,294
1132,18/07/2020,AP,294
1133,19/07/2020,AP,294
1134,20/07/2020,AP,294
1135,21/07/2020,AP,294
1136,22/07/2020,AP,294
1137,23/07/2020,AP,294
1138,24/07/2020,AP,294
1139,25/07/2020,AP,294
1140,26/07/2020,AP,294
1141,27/07/2020,AP,294
1142,28/07/2020,AP,296
1143,29/07/2020,AP,299
1144,30/07/2020,AP,299
1145,31/07/2020,AP,299
1146,01/08/2020,AP,299
1147,02/08/2020,AP,299
1148,03/08/2020,AP,299
1149,04/08/2020,AP,299
1150,05/08/2020,AP,300
1151,06/08/2020,AP,300
1152,07/08/2020,AP,301
1153,08/08/2020,AP,302
1154,09/08/2020,AP,303
1155,10/08/2020,AP,303
1156,11/08/2020,AP,303
1157,12/08/2020,AP,310
1158,13/08/2020,AP,314
1159,14/08/2020,AP,320
1160,15/08/2020,AP,327
1161,16/08/2020,AP,328
1162,17/08/2020,AP,334
1163,18/08/2020,AP,339
1164,19/08/2020,AP,340
1165,20/08/2020,AP,344
1166,21/08/2020,AP,346
1167,22/08/2020,AP,346
1168,23/08/2020,AP,346
1169,24/08/2020,AP,346
1170,25/08/2020,AP,347
1171,26/08/2020,AP,349
1172,27/08/2020,AP,352
1173,28/08/2020,AP,355
1174,29/08/2020,AP,355
1175,30/08/2020,AP,355
1176,31/08/2020,AP,355
1177,01/09/2020,AP,360
1178,02/09/2020,AP,363
1179,03/09/2020,AP,366
1180,04/09/2020,AP,369
1181,05/09/2020,AP,370
1182,06/09/2020,AP,375
1183,07/09/2020,AP,377
1184,08/09/2020,AP,381
1185,09/09/2020,AP,386
1186,10/09/2020,AP,404
1187,11/09/2020,AP,413
1188,12/09/2020,AP,421
1189,13/09/2020,AP,429
1190,14/09/2020,AP,436
1191,15/09/2020,AP,440
1192,16/09/2020,AP,452
1193,17/09/2020,AP,458
1194,18/09/2020,AP,468
1195,19/09/2020,AP,480
1196,20/09/2020,AP,490
1197,21/09/2020,AP,496
1198,22/09/2020,AP,498
1199,23/09/2020,AP,510
1200,24/09/2020,AP,514
1201,25/09/2020,AP,522
1202,26/09/2020,AP,538
1203,27/09/2020,AP,553
1204,28/09/2020,AP,554
1205,29/09/2020,AP,567
1206,30/09/2020,AP,577
1207,01/10/2020,AP,583
1208,02/10/2020,AP,601
1209,03/10/2020,AP,629
1210,04/10/2020,AP,647
1211,05/10/2020,AP,653
1212,06/10/2020,AP,660
1213,07/10/2020,AP,706
1214,08/10/2020,AP,726
1215,09/10/2020,AP,743
1216,10/10/2020,AP,759
1217,11/10/2020,AP,792
1218,12/10/2020,AP,794
1219,13/10/2020,AP,815
1220,14/10/2020,AP,869
1221,15/10/2020,AP,892
1222,16/10/2020,AP,920
1223,17/10/2020,AP,941
1224,18/10/2020,AP,950
1225,19/10/2020,AP,955
1226,20/10/2020,AP,972
1227,21/10/2020,AP,1039
1228,22/10/2020,AP,1062
1229,23/10/2020,AP,1173
1230,24/10/2020,AP,1197
1231,25/10/2020,AP,1335
1232,26/10/2020,AP,1353
1233,27/10/2020,AP,1417
1234,28/10/2020,AP,1458
1235,25/02/2020,ND,0
1236,26/02/2020,ND,0
1237,27/02/2020,ND,0
1238,28/02/2020,ND,0
1239,29/02/2020,ND,0
1240,01/03/2020,ND,0
1241,02/03/2020,ND,0
1242,03/03/2020,ND,0
1243,04/03/2020,ND,0
1244,05/03/2020,ND,0
1245,06/03/2020,ND,0
1246,07/03/2020,ND,0
1247,08/03/2020,ND,0
1248,09/03/2020,ND,0
1249,10/03/2020,ND,0
1250,11/03/2020,ND,1
1251,12/03/2020,ND,3
1252,13/03/2020,ND,5
1253,14/03/2020,ND,6
1254,15/03/2020,ND,10
1255,16/03/2020,ND,12
1256,17/03/2020,ND,16
1257,18/03/2020,ND,23
1258,19/03/2020,ND,26
1259,20/03/2020,ND,31
1260,21/03/2020,ND,33
1261,22/03/2020,ND,34
1262,23/03/2020,ND,35
1263,24/03/2020,ND,43
1264,25/03/2020,ND,47
1265,26/03/2020,ND,51
1266,27/03/2020,ND,54
1267,28/03/2020,ND,61
1268,29/03/2020,ND,61
1269,30/03/2020,ND,65
1270,31/03/2020,ND,71
1271,01/04/2020,ND,73
1272,02/04/2020,ND,87
1273,03/04/2020,ND,90
1274,04/04/2020,ND,95
1275,05/04/2020,ND,98
1276,06/04/2020,ND,108
1277,07/04/2020,ND,112
1278,08/04/2020,ND,119
1279,09/04/2020,ND,123
1280,10/04/2020,ND,134
1281,11/04/2020,ND,139
1282,12/04/2020,ND,141
1283,13/04/2020,ND,144
1284,14/04/2020,ND,148
1285,15/04/2020,ND,154
1286,16/04/2020,ND,154
1287,17/04/2020,ND,163
1288,18/04/2020,ND,168
1289,19/04/2020,ND,170
1290,20/04/2020,ND,172
1291,21/04/2020,ND,172
1292,22/04/2020,ND,176
1293,23/04/2020,ND,178
1294,24/04/2020,ND,179
1295,25/04/2020,ND,181
1296,26/04/2020,ND,187
1297,27/04/2020,ND,188
1298,28/04/2020,ND,190
1299,29/04/2020,ND,193
1300,30/04/2020,ND,198
1301,01/05/2020,ND,198
1302,02/05/2020,ND,198
1303,03/05/2020,ND,199
1304,04/05/2020,ND,204
1305,05/05/2020,ND,206
1306,06/05/2020,ND,209
1307,07/05/2020,ND,210
1308,08/05/2020,ND,213
1309,09/05/2020,ND,215
1310,10/05/2020,ND,220
1311,11/05/2020,ND,220
1312,12/05/2020,ND,221
1313,13/05/2020,ND,223
1314,14/05/2020,ND,225
1315,15/05/2020,ND,226
1316,16/05/2020,ND,226
1317,17/05/2020,ND,227
1318,18/05/2020,ND,227
1319,19/05/2020,ND,228
1320,20/05/2020,ND,228
1321,21/05/2020,ND,229
1322,22/05/2020,ND,230
1323,23/05/2020,ND,231
1324,24/05/2020,ND,231
1325,25/05/2020,ND,231
1326,26/05/2020,ND,232
1327,27/05/2020,ND,232
1328,28/05/2020,ND,232
1329,29/05/2020,ND,232
1330,30/05/2020,ND,232
1331,31/05/2020,ND,232
1332,01/06/2020,ND,232
1333,02/06/2020,ND,235
1334,03/06/2020,ND,235
1335,04/06/2020,ND,235
1336,05/06/2020,ND,235
1337,06/06/2020,ND,235
1338,07/06/2020,ND,235
1339,08/06/2020,ND,235
1340,09/06/2020,ND,235
1341,10/06/2020,ND,235
1342,11/06/2020,ND,235
1343,12/06/2020,ND,235
1344,13/06/2020,ND,235
1345,14/06/2020,ND,235
1346,15/06/2020,ND,235
1347,16/06/2020,ND,235
1348,17/06/2020,ND,235
1349,18/06/2020,ND,235
1350,19/06/2020,ND,235
1351,20/06/2020,ND,235
1352,21/06/2020,ND,235
1353,22/06/2020,ND,236
1354,23/06/2020,ND,236
1355,24/06/2020,ND,236
1356,25/06/2020,ND,236
1357,26/06/2020,ND,236
1358,27/06/2020,ND,236
1359,28/06/2020,ND,236
1360,29/06/2020,ND,236
1361,30/06/2020,ND,236
1362,01/07/2020,ND,236
1363,02/07/2020,ND,236
1364,03/07/2020,ND,236
1365,04/07/2020,ND,236
1366,05/07/2020,ND,236
1367,06/07/2020,ND,236
1368,07/07/2020,ND,236
1369,08/07/2020,ND,236
1370,09/07/2020,ND,236
1371,10/07/2020,ND,236
1372,11/07/2020,ND,237
1373,12/07/2020,ND,237
1374,13/07/2020,ND,237
1375,14/07/2020,ND,237
1376,15/07/2020,ND,237
1377,16/07/2020,ND,237
1378,17/07/2020,ND,237
1379,18/07/2020,ND,237
1380,19/07/2020,ND,237
1381,20/07/2020,ND,237
1382,21/07/2020,ND,237
1383,22/07/2020,ND,237
1384,23/07/2020,ND,237
1385,24/07/2020,ND,237
1386,25/07/2020,ND,237
1387,26/07/2020,ND,238
1388,27/07/2020,ND,238
1389,28/07/2020,ND,238
1390,29/07/2020,ND,238
1391,30/07/2020,ND,238
1392,31/07/2020,ND,238
1393,01/08/2020,ND,239
1394,02/08/2020,ND,239
1395,03/08/2020,ND,239
1396,04/08/2020,ND,239
1397,05/08/2020,ND,239
1398,06/08/2020,ND,241
1399,07/08/2020,ND,243
1400,08/08/2020,ND,243
1401,09/08/2020,ND,245
1402,10/08/2020,ND,245
1403,11/08/2020,ND,245
1404,12/08/2020,ND,246
1405,13/08/2020,ND,246
1406,14/08/2020,ND,248
1407,15/08/2020,ND,248
1408,16/08/2020,ND,248
1409,17/08/2020,ND,248
1410,18/08/2020,ND,250
1411,19/08/2020,ND,252
1412,20/08/2020,ND,253
1413,21/08/2020,ND,254
1414,22/08/2020,ND,255
1415,23/08/2020,ND,256
1416,24/08/2020,ND,256
1417,25/08/2020,ND,259
1418,26/08/2020,ND,260
1419,27/08/2020,ND,263
1420,28/08/2020,ND,264
1421,29/08/2020,ND,266
1422,30/08/2020,ND,267
1423,31/08/2020,ND,267
1424,01/09/2020,ND,268
1425,02/09/2020,ND,270
1426,03/09/2020,ND,271
1427,04/09/2020,ND,271
1428,05/09/2020,ND,272
1429,06/09/2020,ND,272
1430,07/09/2020,ND,272
1431,08/09/2020,ND,272
1432,09/09/2020,ND,273
1433,10/09/2020,ND,273
1434,11/09/2020,ND,278
1435,12/09/2020,ND,278
1436,13/09/2020,ND,281
1437,14/09/2020,ND,281
1438,15/09/2020,ND,281
1439,16/09/2020,ND,284
1440,17/09/2020,ND,285
1441,18/09/2020,ND,288
1442,19/09/2020,ND,290
1443,20/09/2020,ND,290
1444,21/09/2020,ND,293
1445,22/09/2020,ND,295
1446,23/09/2020,ND,297
1447,24/09/2020,ND,299
1448,25/09/2020,ND,300
1449,26/09/2020,ND,300
1450,27/09/2020,ND,302
1451,28/09/2020,ND,302
1452,29/09/2020,ND,302
1453,30/09/2020,ND,304
1454,01/10/2020,ND,305
1455,02/10/2020,ND,307
1456,03/10/2020,ND,313
1457,04/10/2020,ND,313
1458,05/10/2020,ND,314
1459,06/10/2020,ND,318
1460,07/10/2020,ND,318
1461,08/10/2020,ND,320
1462,09/10/2020,ND,320
1463,10/10/2020,ND,320
1464,11/10/2020,ND,324
1465,12/10/2020,ND,324
1466,13/10/2020,ND,327
1467,14/10/2020,ND,331
1468,15/10/2020,ND,331
1469,16/10/2020,ND,332
1470,17/10/2020,ND,337
1471,18/10/2020,ND,347
1472,19/10/2020,ND,350
1473,20/10/2020,ND,354
1474,21/10/2020,ND,362
1475,22/10/2020,ND,364
1476,23/10/2020,ND,375
1477,24/10/2020,ND,376
1478,25/10/2020,ND,380
1479,26/10/2020,ND,391
1480,27/10/2020,ND,414
1481,28/10/2020,ND,433
